City,GMT_day,CO_mean,CO_left_spread,CO_right_spread,CO_normal_spread,NO2_mean,NO2_left_spread,NO2_right_spread,NO2_normal_spread,SO2_mean,SO2_left_spread,SO2_right_spread,SO2_normal_spread,O3_mean,O3_left_spread,O3_right_spread,O3_normal_spread,PM2.5_mean,PM2.5_left_spread,PM2.5_right_spread,PM2.5_normal_spread,PM10_mean,PM10_left_spread,PM10_right_spread,PM10_normal_spread,AQI_mean,AQI_left_spread,AQI_right_spread,AQI_normal_spread
Brasilia,2024-01-11,197.20833333333334,55.20833333333334,55.79166666666666,37.072173047890686,6.5625,5.6625,8.4375,4.168391671908337,1.9458333333333335,1.2458333333333336,1.0541666666666665,0.7683857538155341,56.25,41.25,36.75,25.963603287143595,9.716666666666667,5.116666666666667,6.383333333333335,3.342436844275597,13.875,7.275,9.024999999999999,4.688584657117382,23.461805249999998,11.061805249999997,13.738194750000005,9.170152129502615
Brasilia,2024-01-12,243.5,101.5,152.5,94.83899399829534,12.141666666666666,11.441666666666666,20.258333333333333,11.456493001091474,2.0458333333333334,1.2458333333333333,1.7541666666666664,0.983772316653855,56.208333333333336,42.208333333333336,45.791666666666664,31.58422716795682,8.054166666666667,3.654166666666667,6.0458333333333325,3.4536658742580317,11.591666666666667,5.091666666666667,8.508333333333335,4.8516170918361965,26.924305750000002,7.557638750000002,14.409026249999997,7.8804351774781
Brasilia,2024-01-13,197.16666666666666,50.16666666666666,62.83333333333334,37.510191851730404,7.558333333333334,6.058333333333334,8.841666666666665,4.969377239144513,1.8958333333333333,1.2958333333333334,1.6041666666666667,0.954385377756471,59.916666666666664,33.916666666666664,29.083333333333336,24.951982872616806,7.266666666666667,2.5666666666666664,2.2333333333333334,1.2214270579821844,10.433333333333334,3.6333333333333337,3.166666666666666,1.7402315354864275,24.603472208333333,11.611806208333332,10.996527791666669,9.222119804728974
Brasilia,2024-01-14,265.375,119.375,226.625,127.6679839679267,14.891666666666666,13.391666666666666,25.208333333333336,14.436635663317208,2.504166666666667,1.804166666666667,2.3958333333333335,1.4100506209435137,46.625,34.625,26.375,21.31301398717204,9.258333333333333,2.658333333333333,4.741666666666667,2.7032857087604354,13.262500000000001,3.762500000000001,6.737499999999999,3.8728500347036885,22.040902666666668,6.440903666666667,7.159097333333332,4.490654547500268
Brasilia,2024-01-15,207.16666666666666,56.16666666666666,39.83333333333334,35.41145315420922,7.841666666666666,6.741666666666665,7.158333333333334,5.007118121640229,1.7041666666666666,1.1041666666666665,1.0958333333333332,0.6160739415437688,62.416666666666664,41.416666666666664,43.583333333333336,32.621567507810944,6.970833333333334,4.470833333333334,4.929166666666666,3.0274798195811323,9.933333333333334,6.333333333333334,6.966666666666665,4.319386698279671,27.476041541666664,11.401042541666666,16.523958458333336,10.735124075452935
Brasilia,2024-01-16,235.20833333333334,99.20833333333334,115.79166666666666,85.66668428917652,11.758333333333333,11.058333333333334,17.541666666666668,10.170884133543701,1.8791666666666667,1.6791666666666667,2.020833333333333,1.2510792442376777,59.291666666666664,44.291666666666664,41.708333333333336,29.70357783553833,8.241666666666667,5.741666666666667,8.158333333333331,5.033100580087325,11.804166666666667,8.104166666666668,11.595833333333331,7.155446643408549,25.34444425,11.29444225,15.322219749999999,9.962568589127867
Brasilia,2024-01-17,235.0,103.0,147.0,93.05912099305475,11.5875,10.9875,18.3125,10.450600669235525,2.0166666666666666,1.4166666666666665,1.1833333333333336,1.067164738786915,57.0,39.0,38.0,32.3849132883763,4.866666666666666,4.066666666666666,4.833333333333333,3.250239679010533,6.9750000000000005,5.875,6.925,4.648164668189876,25.547222166666668,12.138889166666667,12.452777833333332,9.983000936414749
Brasilia,2024-01-18,196.125,55.125,91.875,53.56532988059903,8.229166666666666,7.429166666666666,15.070833333333335,7.453069351188353,1.675,0.9750000000000001,0.925,0.7242687466619725,60.791666666666664,32.791666666666664,35.208333333333336,25.673500407782452,4.283333333333333,2.3833333333333333,4.0166666666666675,1.4942401491020127,6.116666666666667,3.416666666666667,5.683333333333334,2.139416146820287,24.316666375,13.116666375000001,14.083333624999998,10.26939996419646
Brasilia,2024-01-19,212.95833333333334,70.95833333333334,66.04166666666666,54.089683310033415,8.204166666666667,7.404166666666668,8.295833333333333,5.865409223772782,2.441666666666667,1.541666666666667,1.7583333333333333,1.0358431418379683,73.625,49.625,41.375,34.78731965379989,9.516666666666667,3.616666666666667,5.783333333333333,2.689377924946289,13.612499999999999,5.112499999999999,8.2875,3.8320516130680433,30.615624916666665,18.715623916666665,19.384375083333335,14.74792919306016
Brasilia,2024-01-20,272.7083333333333,126.70833333333331,175.29166666666669,114.48200130670496,13.5625,12.7625,22.137500000000003,12.811673091025403,2.3041666666666667,1.7041666666666666,1.795833333333333,1.2019835659249354,65.0,52.0,48.0,40.08143883558118,6.779166666666666,5.179166666666665,6.920833333333333,4.5597462902977455,9.679166666666667,7.379166666666667,9.920833333333334,6.529729947586332,31.110069083333332,12.093404083333333,17.55659891666667,12.403236067895328
Brasilia,2024-01-21,177.79166666666666,21.791666666666657,49.20833333333334,15.687101227681813,3.8666666666666667,3.166666666666667,7.2333333333333325,2.562720474785351,1.0125,0.6124999999999999,0.9875,0.4235589379449376,63.916666666666664,24.916666666666664,27.083333333333336,18.549385708020836,5.304166666666666,0.6041666666666661,1.6958333333333337,0.5598751154744568,7.620833333333334,0.8208333333333337,2.479166666666666,0.8054052000278393,25.566666333333334,9.966667333333334,10.833331666666663,7.419754295709257
Brasilia,2024-01-22,185.16666666666666,40.16666666666666,48.83333333333334,29.360823745503,5.754166666666666,4.954166666666667,9.245833333333334,4.039584477842144,1.5166666666666666,1.3166666666666667,1.1833333333333336,0.9476133254090267,50.791666666666664,20.791666666666664,16.208333333333336,12.172596331484725,4.670833333333333,4.170833333333333,4.129166666666667,3.232777667776638,6.683333333333334,5.983333333333333,5.916666666666666,4.625136112372371,20.317014041666667,8.308680041666667,6.482986958333335,4.868420080267281
Brasilia,2024-01-23,177.79166666666666,19.791666666666657,56.20833333333334,17.353058035643347,4.541666666666667,3.441666666666667,10.458333333333332,3.5098515596837556,1.0833333333333333,0.7833333333333332,0.8166666666666667,0.5858228450624824,46.875,11.875,14.125,8.088169030186595,4.179166666666666,1.979166666666666,2.4208333333333334,1.2472505995071785,5.966666666666666,2.7666666666666657,3.4333333333333345,1.7775573534847016,18.749999916666667,4.749999916666667,5.650002083333334,3.2352677558703333
Brasilia,2024-01-24,182.79166666666666,13.791666666666657,20.208333333333343,10.51698074819817,2.545833333333333,1.645833333333333,4.554166666666667,1.7393099997879384,0.4875,0.2875,0.5125,0.22128576841800696,36.458333333333336,6.458333333333336,4.541666666666664,4.1700710729702415,2.4458333333333333,1.3458333333333332,2.454166666666667,1.1919947354226705,3.5,1.9,3.5999999999999996,1.70727344286018,14.583333375,2.5833333750000005,1.816666624999998,1.6680284035569295
Brasilia,2024-01-25,181.58333333333334,11.583333333333343,21.416666666666657,7.966869805184085,3.6374999999999997,2.4375,4.0625,1.5819120241574478,0.8624999999999999,0.16249999999999998,0.7375000000000002,0.18132963018384146,52.0,27.0,40.0,24.997391168227757,3.2708333333333335,1.1708333333333334,3.5291666666666663,0.9571148523451664,4.679166666666666,1.6791666666666663,4.820833333333334,1.3387142328000585,20.799999791666668,10.799999791666668,16.00000020833333,9.998956493380831
Brasilia,2024-01-26,209.41666666666666,46.41666666666666,88.58333333333334,44.5146938775781,6.854166666666667,5.854166666666667,13.145833333333332,6.2537626355218565,1.375,0.775,1.4249999999999998,0.6489121331287767,57.75,32.75,29.25,23.039191561903532,6.104166666666667,4.004166666666666,4.295833333333333,2.661885432916115,8.775,5.775,6.225,3.8198850426590627,23.10000008333333,13.100000083333331,11.699999916666666,9.215676793660796
Brasilia,2024-01-27,205.625,64.625,80.375,47.46423138395443,7.533333333333334,6.533333333333334,10.866666666666664,6.0672797906451486,1.6666666666666667,1.2666666666666666,1.0333333333333334,0.8651045006826921,52.666666666666664,26.666666666666664,40.333333333333336,23.766374980424438,8.766666666666667,5.866666666666667,6.533333333333333,4.410034670736891,12.633333333333333,8.333333333333332,9.266666666666666,6.279758141747228,21.731249958333333,8.947914958333334,15.46875004166667,8.86925163928065
Brasilia,2024-01-28,178.95833333333334,32.95833333333334,62.04166666666666,33.72327175662251,4.5625,3.7625,8.7375,4.297907731625379,0.9,0.6000000000000001,0.7999999999999999,0.5038978502417536,33.541666666666664,14.541666666666664,14.458333333333336,10.770245512791112,4.270833333333333,2.670833333333333,4.229166666666667,2.590698943237664,6.195833333333333,3.795833333333333,6.104166666666668,3.736364097176113,16.414236,3.2142349999999986,2.7857629999999993,1.772909736363777
Brasilia,2024-01-29,164.16666666666666,19.166666666666657,81.83333333333334,22.88281425886678,4.2625,3.6625,13.9375,4.222590643092276,0.6208333333333333,0.5208333333333334,1.2791666666666666,0.452989266277159,37.125,17.125,19.875,13.234712263425003,6.558333333333334,2.2583333333333337,2.341666666666667,1.7118301080541198,9.391666666666667,3.1916666666666673,3.208333333333332,2.465398224587075,14.909722041666667,6.334722041666668,7.890277958333334,5.216286195224658
Brasilia,2024-01-30,179.79166666666666,30.791666666666657,74.20833333333334,29.454429306932806,6.204166666666667,5.004166666666666,12.595833333333335,4.906382636903704,1.6416666666666666,0.7416666666666666,0.7583333333333333,0.47265822440897964,58.208333333333336,37.208333333333336,41.791666666666664,31.607620389182518,9.575000000000001,1.7750000000000012,3.0249999999999986,1.143697284363686,13.620833333333332,2.4208333333333325,4.379166666666668,1.6325438050362748,24.806250187499998,11.689581187499998,15.193749812500002,11.073874443937479
Brasilia,2024-01-31,188.08333333333334,36.08333333333334,21.916666666666657,20.886685308789556,5.958333333333333,4.558333333333334,4.641666666666667,3.2411641315330266,1.8375000000000001,0.9375000000000001,1.1624999999999999,0.5739356879590634,66.95833333333333,35.95833333333333,36.04166666666667,22.651382848019153,10.970833333333333,2.970833333333333,2.229166666666666,1.4630162906361182,15.579166666666666,4.279166666666665,3.320833333333333,2.114541612710439,27.914236208333335,8.805901208333335,14.085763791666665,7.703357367298506
Brasilia,2024-02-01,223.75,65.75,74.25,53.36767463223572,9.416666666666666,7.916666666666666,9.683333333333335,6.734638989496065,2.191666666666667,1.291666666666667,1.5083333333333333,0.98815447950324,47.375,34.375,28.625,24.473255144980296,6.791666666666667,5.3916666666666675,4.108333333333333,3.359854637987452,9.595833333333333,7.595833333333333,5.804166666666667,4.749322987603571,24.587500125000002,4.187500125000003,5.812499874999997,3.903083035252096
Brasilia,2024-02-02,227.33333333333334,57.33333333333334,74.66666666666666,45.99212282901106,8.575000000000001,7.775000000000001,10.124999999999998,6.507804678932094,1.8125,1.3125,1.0875,0.8522667983983501,52.666666666666664,30.666666666666664,35.333333333333336,25.48941240844002,6.2124999999999995,3.1124999999999994,2.7875000000000005,2.068881760548541,8.808333333333334,4.408333333333333,3.8916666666666657,2.878996906633593,21.942014041666667,9.817013041666668,13.257985958333336,9.251771660323286
Brasilia,2024-02-03,192.70833333333334,77.70833333333334,131.29166666666666,72.51595276762971,7.9624999999999995,7.1625,13.137500000000003,7.199324394631099,1.5625,1.1625,1.1375000000000002,0.7744914179781074,41.75,23.75,25.25,13.68671205792398,5.333333333333333,2.633333333333333,3.4666666666666677,1.9075745279569407,7.829166666666667,3.8291666666666666,4.870833333333333,2.6924175602682014,17.540277416666665,5.173612416666666,9.259723583333336,4.284409095986486
Brasilia,2024-02-04,142.04166666666666,32.04166666666666,59.95833333333334,33.140647794391164,4.958333333333333,4.258333333333333,7.941666666666667,4.391980504695255,1.2625,0.5625,0.7375,0.45474550933557284,45.541666666666664,27.541666666666664,27.458333333333336,20.16018281203057,4.641666666666667,1.8416666666666668,1.958333333333333,1.0615479536841537,6.8625,2.7625,2.937500000000001,1.5672774788314208,18.589583416666667,8.989584416666666,10.610416583333333,7.597901848433623
Brasilia,2024-02-05,167.83333333333334,38.83333333333334,59.16666666666666,35.385659913815815,7.183333333333334,6.383333333333334,9.116666666666667,5.284568730432661,1.6708333333333334,0.9708333333333334,0.7291666666666665,0.5698811215978499,44.25,23.25,24.75,18.813154509775753,6.658333333333334,1.958333333333334,2.6416666666666666,1.3561187156788643,9.733333333333333,2.833333333333332,3.966666666666667,1.9570756059836398,17.971527541666667,8.246527541666667,9.628472458333334,7.211215890605014
Brasilia,2024-02-06,207.16666666666666,50.16666666666666,58.83333333333334,41.27075674516812,9.066666666666666,8.166666666666666,7.833333333333332,6.120078620315313,2.275,1.375,1.525,1.0600451179897545,47.125,27.125,33.875,23.826022492772204,5.566666666666666,4.266666666666667,5.933333333333334,3.3732537081740737,7.883333333333333,6.083333333333333,8.516666666666666,4.763417358109221,21.076041270833333,7.759373270833333,11.323958729166666,7.3291825282072995
Brasilia,2024-02-07,189.5,41.5,57.5,35.22104114205646,6.970833333333334,6.170833333333334,9.129166666666666,5.26724737671739,1.625,1.025,0.875,0.6367376089164953,47.333333333333336,29.333333333333336,28.666666666666664,24.34474618201362,7.741666666666667,2.041666666666667,1.9583333333333321,1.1590538370159726,11.012500000000001,2.9125000000000014,2.7874999999999996,1.6259612541509099,19.881250041666664,9.397917041666664,10.518749958333334,8.643493517336603
Brasilia,2024-02-08,201.20833333333334,40.20833333333334,99.79166666666666,37.14949723653787,8.070833333333333,6.870833333333333,18.729166666666668,6.488215348290861,2.0,1.1,0.8999999999999999,0.6763071080122005,51.708333333333336,29.708333333333336,29.291666666666664,17.60059081682911,6.954166666666667,1.9541666666666666,4.545833333333333,2.010619451738729,9.858333333333333,2.758333333333333,6.541666666666666,2.858080332741856,21.428472166666666,5.945138166666666,10.971527833333333,6.110673754872441
Brasilia,2024-02-09,191.83333333333334,27.833333333333343,57.16666666666666,22.52470463381439,6.733333333333333,5.433333333333334,8.066666666666666,3.8557316642456674,1.9625000000000001,1.0625,0.7375,0.5866726366626412,56.333333333333336,25.333333333333336,37.666666666666664,22.3619760087183,6.05,1.25,2.55,0.9704324450649738,8.583333333333334,1.783333333333334,3.6166666666666654,1.3748254171116536,22.5822915,10.1822915,15.017708500000001,8.892942997430938
Brasilia,2024-02-10,161.04166666666666,23.041666666666657,42.95833333333334,20.228002903135923,4.291666666666667,3.191666666666667,6.308333333333333,2.9508903102603465,0.9416666666666668,0.7416666666666667,0.9583333333333331,0.5216334434019374,37.416666666666664,8.416666666666664,10.583333333333336,5.79292421964009,3.275,2.375,5.324999999999999,2.103051613003475,4.604166666666667,3.304166666666667,7.595833333333332,2.985833095697466,14.9666665,3.3666675,4.233332499999998,2.317169707870508
Brasilia,2024-02-11,185.375,11.375,14.625,8.208227579690991,4.204166666666667,3.2041666666666666,3.395833333333333,2.1367344378679856,0.9291666666666667,0.5291666666666667,0.4708333333333332,0.34068877377998547,34.458333333333336,16.458333333333336,19.541666666666664,12.349895851230164,5.508333333333333,2.9083333333333328,2.6916666666666664,1.8876985450811385,7.333333333333333,3.733333333333333,3.7666666666666666,2.619104836566789,13.828819283333333,6.187152883333333,7.771180716666668,4.881203414486568
Brasilia,2024-02-12,159.58333333333334,27.583333333333343,27.416666666666657,21.370269202728842,3.908333333333333,3.308333333333333,3.291666666666667,2.3366487832431906,1.075,0.575,0.5250000000000001,0.3969996166902104,43.833333333333336,19.833333333333336,18.166666666666664,14.10416733564531,6.554166666666667,2.6541666666666672,3.845833333333333,2.3755967976337105,8.658333333333333,3.0583333333333336,4.1416666666666675,2.6213034704242038,17.812153041666665,6.078819041666666,6.987846958333336,5.293982185195256
Brasilia,2024-02-13,128.875,22.875,59.125,25.2712459044903,4.166666666666667,3.566666666666667,7.933333333333333,3.213919003696085,1.05,0.45000000000000007,0.55,0.3175996933521684,47.666666666666664,19.666666666666664,22.333333333333336,16.239154686360255,2.6333333333333333,2.033333333333333,3.6666666666666665,1.486655618338098,3.8249999999999997,2.925,5.075000000000001,2.1168578026220235,19.190972104166665,7.590973104166665,8.809027895833335,6.355139313734333
Brasilia,2024-02-14,167.16666666666666,43.16666666666666,166.83333333333334,49.26562137307681,7.433333333333334,6.633333333333334,21.766666666666666,7.12257077836041,1.425,0.7250000000000001,1.2750000000000001,0.5326308779764022,52.791666666666664,29.791666666666664,43.208333333333336,27.60273957207976,3.079166666666667,1.779166666666667,6.520833333333332,1.9074178235570693,4.404166666666667,2.604166666666667,9.295833333333333,2.72324601176238,21.11666645833333,11.916666458333331,17.283333541666668,11.041095803564001
Brasilia,2024-02-15,226.04166666666666,80.04166666666666,181.95833333333334,86.5736575893949,10.495833333333332,9.695833333333331,27.304166666666667,10.933811904071842,1.7166666666666668,1.1166666666666667,1.4833333333333334,0.7727233976497428,52.958333333333336,36.958333333333336,37.041666666666664,29.370910137733908,4.779166666666667,3.6791666666666667,6.320833333333333,2.8454355770581787,6.875,5.275,8.925,4.06397214129445,22.607986083333333,14.116319083333334,13.392013916666667,10.393096601733632
Brasilia,2024-02-16,214.79166666666666,52.79166666666666,74.20833333333334,45.09890499650805,8.549999999999999,7.149999999999999,8.85,5.759227001271431,2.066666666666667,1.2666666666666668,0.833333333333333,0.7304951665861982,55.416666666666664,35.416666666666664,41.583333333333336,26.43764882440038,7.7250000000000005,2.825,3.075,2.176604855193559,11.066666666666668,3.9666666666666686,4.433333333333332,3.1128997618838015,22.593750125,12.768749125,16.206252874999997,10.022018309337412
Brasilia,2024-02-17,190.25,46.25,65.75,31.679440596729904,6.883333333333333,6.083333333333333,11.816666666666666,4.655120291414201,1.8583333333333334,1.4583333333333335,1.0416666666666665,0.9310660867903064,53.291666666666664,19.291666666666664,20.708333333333336,14.429677048019641,8.816666666666666,1.3166666666666664,1.7833333333333332,0.9675907626977279,12.5375,1.9375,2.4625000000000004,1.3663065096313018,21.55972220833333,6.87638820833333,8.040277791666671,5.4860959288936195
Brasilia,2024-02-18,174.83333333333334,30.833333333333343,62.16666666666666,24.955032021386092,5.704166666666667,4.704166666666667,9.895833333333332,4.047380168934474,1.2416666666666667,0.8416666666666667,0.7583333333333333,0.5404641054458308,41.25,13.25,21.75,11.156008324626262,6.1499999999999995,3.1499999999999995,4.05,2.5179356624028344,8.6875,4.3875,5.7125,3.522883268253313,18.459722083333332,5.701389083333332,6.740277916666667,3.1590017818242884
Brasilia,2024-02-19,181.29166666666666,37.29166666666666,70.70833333333334,27.36941988657297,5.4624999999999995,4.762499999999999,13.337500000000002,4.8925686771745545,0.9541666666666666,0.5541666666666666,0.9458333333333333,0.48452501767568523,33.625,11.625,14.375,9.631526584494592,5.358333333333333,2.0583333333333336,3.7416666666666663,1.9365852211665195,7.4875,2.9875,5.312500000000001,2.8223198136346603,14.410763916666667,2.835762916666667,4.789235083333331,2.87773634975341
Brasilia,2024-02-20,203.20833333333334,9.208333333333343,11.791666666666657,6.580466262498745,2.629166666666667,1.6291666666666669,2.170833333333333,1.2323463540060011,0.39999999999999997,0.19999999999999996,0.3,0.1474419561548971,24.916666666666668,8.916666666666668,5.083333333333332,4.373006792333749,1.9749999999999999,1.375,3.4250000000000007,1.5163600581942784,2.6958333333333333,1.7958333333333334,4.7041666666666675,2.0691269250299897,9.966666483333332,3.5666668833333324,2.0333335166666675,1.7492026397140945
Brasilia,2024-02-21,204.75,18.75,39.25,15.773533143404705,4.291666666666667,2.591666666666667,5.708333333333333,2.1536453760536114,0.7708333333333334,0.37083333333333335,0.4291666666666666,0.20742555849952674,17.166666666666668,7.166666666666668,7.833333333333332,5.104700874144612,4.2625,2.9625000000000004,4.6375,2.7398528205472776,5.604166666666667,3.704166666666667,6.095833333333332,3.4578806234161834,7.316666954166667,2.866666954166667,2.683333045833333,1.7413432556119075
Brasilia,2024-02-22,214.95833333333334,29.958333333333343,58.04166666666666,30.1149669082345,4.6625000000000005,3.9625000000000004,8.1375,4.1333019225080445,0.5083333333333333,0.5083333333333333,0.8916666666666666,0.37638632635454045,26.208333333333332,21.208333333333332,18.791666666666668,15.54231018211583,4.625,2.025,1.7750000000000004,1.1360687364385322,6.458333333333333,2.858333333333333,2.541666666666667,1.6100004500854534,12.012152783333335,5.303818783333335,5.987847216666665,4.465066767132179
Brasilia,2024-02-23,226.5,34.5,77.5,31.98505085599942,7.3999999999999995,6.3999999999999995,14.200000000000003,5.900036845868736,0.8041666666666667,0.8041666666666667,1.0958333333333332,0.6039573600459085,23.708333333333332,17.708333333333332,19.291666666666668,13.043336351885046,8.35,3.6499999999999995,4.550000000000001,3.291226809723615,11.362499999999999,5.062499999999999,6.437500000000002,4.63388394705593,14.636111166666666,4.744444166666666,2.5638888333333334,2.590019720484275
Brasilia,2024-02-24,189.16666666666666,40.16666666666666,82.83333333333334,31.947874212013964,5.104166666666667,4.404166666666667,10.895833333333332,4.124737584977685,1.2083333333333333,0.7083333333333333,0.9916666666666669,0.4698905207059143,39.791666666666664,25.791666666666664,27.208333333333336,21.942571619465262,9.5,5.5,5.6,4.25972034191264,12.441666666666668,6.841666666666669,7.158333333333333,5.276602716889347,20.703819833333334,4.003820833333336,6.096181166666668,4.084815751742933
Brasilia,2024-02-25,157.70833333333334,42.70833333333334,99.29166666666666,43.135256604300395,5.8500000000000005,5.15,11.95,5.208688393694587,1.2166666666666666,0.8166666666666665,0.8833333333333335,0.5482515026380935,38.5,18.5,20.5,16.34678535077609,3.0208333333333335,2.220833333333333,2.379166666666667,1.498689040655102,4.2875000000000005,3.1875000000000004,3.4124999999999996,2.1234329260196443,18.467014875,5.908680875,5.132987125,3.76896258827826
Brasilia,2024-02-26,143.54166666666666,45.54166666666666,61.45833333333334,34.30930811293642,5.783333333333334,5.1833333333333345,8.316666666666666,4.405891970755867,1.2791666666666666,0.7791666666666666,0.7208333333333334,0.5587090451222795,47.541666666666664,27.541666666666664,27.458333333333336,21.98809790034969,3.8708333333333336,1.8708333333333336,2.1291666666666664,1.5746577728031184,5.566666666666666,2.6666666666666665,3.033333333333333,2.2225458701515106,19.0166665,11.0166665,10.9833335,8.795239231654215
Brasilia,2024-02-27,143.91666666666666,45.91666666666666,96.08333333333334,36.89693832787504,7.3,6.7,16.099999999999998,5.9157123133155345,1.3125,0.8125,0.5874999999999999,0.5542817522429953,42.083333333333336,19.083333333333336,19.916666666666664,15.66196352470773,3.15,2.25,3.15,1.4667325413401335,4.570833333333334,3.270833333333334,4.529166666666666,2.1222381882192756,16.833333333333332,7.633333333333333,7.966666666666669,6.264785812409146
Brasilia,2024-02-28,199.95833333333334,94.95833333333334,144.04166666666666,86.25668426104812,12.183333333333332,11.483333333333333,20.21666666666667,10.863847771659776,1.7125000000000001,1.2125000000000001,1.0874999999999997,0.835262260298082,41.375,33.375,29.625,26.832511914693598,6.4624999999999995,3.9624999999999995,4.437500000000001,2.7498320106792935,9.325000000000001,5.725000000000001,6.274999999999999,3.9075456546889207,19.487499833333334,10.187499833333334,8.912500166666664,7.715467226280415
