City,day,CO_mean,CO_min,CO_max,CO_std,NO2_mean,NO2_min,NO2_max,NO2_std,SO2_mean,SO2_min,SO2_max,SO2_std,O3_mean,O3_min,O3_max,O3_std,PM2.5_mean,PM2.5_min,PM2.5_max,PM2.5_std,PM10_mean,PM10_min,PM10_max,PM10_std,AQI_mean,AQI_min,AQI_max,AQI_std
Brasilia,2024-01-18,196.125,141.0,288.0,53.56532988059903,8.229166666666666,0.8,23.3,7.453069351188353,1.675,0.7,2.6,0.7242687466619725,60.791666666666664,28.0,96.0,25.673500407782452,4.283333333333333,1.9,8.3,1.4942401491020127,6.116666666666667,2.7,11.8,2.139416146820287,24.316666375,11.2,38.4,10.26939996419646
Brasilia,2024-01-19,212.95833333333334,142.0,279.0,54.089683310033415,8.204166666666667,0.8,16.5,5.865409223772782,2.441666666666667,0.9,4.2,1.0358431418379683,73.625,24.0,115.0,34.78731965379989,9.516666666666667,5.9,15.3,2.689377924946289,13.612499999999999,8.5,21.9,3.8320516130680433,30.615624916666665,11.900001,50.0,14.74792919306016
Brasilia,2024-01-20,272.7083333333333,146.0,448.0,114.48200130670496,13.5625,0.8,35.7,12.811673091025403,2.3041666666666667,0.6,4.1,1.2019835659249354,65.0,13.0,113.0,40.08143883558118,6.779166666666666,1.6,13.7,4.5597462902977455,9.679166666666667,2.3,19.6,6.529729947586332,31.110069083333332,19.016665,48.666668,12.403236067895328
Brasilia,2024-01-21,177.79166666666666,156.0,227.0,15.687101227681813,3.8666666666666667,0.7,11.1,2.562720474785351,1.0125,0.4,2.0,0.4235589379449376,63.916666666666664,39.0,91.0,18.549385708020836,5.304166666666666,4.7,7.0,0.5598751154744568,7.620833333333334,6.8,10.1,0.8054052000278393,25.566666333333334,15.599999,36.399998,7.419754295709257
Brasilia,2024-01-22,185.16666666666666,145.0,234.0,29.360823745503,5.754166666666666,0.8,15.0,4.039584477842144,1.5166666666666666,0.2,2.7,0.9476133254090267,50.791666666666664,30.0,67.0,12.172596331484725,4.670833333333333,0.5,8.8,3.232777667776638,6.683333333333334,0.7,12.6,4.625136112372371,20.317014041666667,12.008334,26.800001,4.868420080267281
Brasilia,2024-01-23,177.79166666666666,158.0,234.0,17.353058035643347,4.541666666666667,1.1,15.0,3.5098515596837556,1.0833333333333333,0.3,1.9,0.5858228450624824,46.875,35.0,61.0,8.088169030186595,4.179166666666666,2.2,6.6,1.2472505995071785,5.966666666666666,3.2,9.4,1.7775573534847016,18.749999916666667,14.0,24.400002,3.2352677558703333
Brasilia,2024-01-24,182.79166666666666,169.0,203.0,10.51698074819817,2.545833333333333,0.9,7.1,1.7393099997879384,0.4875,0.2,1.0,0.22128576841800696,36.458333333333336,30.0,41.0,4.1700710729702415,2.4458333333333333,1.1,4.9,1.1919947354226705,3.5,1.6,7.1,1.70727344286018,14.583333375,12.0,16.4,1.6680284035569295
Brasilia,2024-01-25,181.58333333333334,170.0,203.0,7.966869805184085,3.6374999999999997,1.2,7.7,1.5819120241574478,0.8624999999999999,0.7,1.6,0.18132963018384146,52.0,25.0,92.0,24.997391168227757,3.2708333333333335,2.1,6.8,0.9571148523451664,4.679166666666666,3.0,9.5,1.3387142328000585,20.799999791666668,10.0,36.8,9.998956493380831
Brasilia,2024-01-26,209.41666666666666,163.0,298.0,44.5146938775781,6.854166666666667,1.0,20.0,6.2537626355218565,1.375,0.6,2.8,0.6489121331287767,57.75,25.0,87.0,23.039191561903532,6.104166666666667,2.1,10.4,2.661885432916115,8.775,3.0,15.0,3.8198850426590627,23.10000008333333,10.0,34.8,9.215676793660796
Brasilia,2024-01-27,205.625,141.0,286.0,47.46423138395443,7.533333333333334,1.0,18.4,6.0672797906451486,1.6666666666666667,0.4,2.7,0.8651045006826921,52.666666666666664,26.0,93.0,23.766374980424438,8.766666666666667,2.9,15.3,4.410034670736891,12.633333333333333,4.3,21.9,6.279758141747228,21.731249958333333,12.783335,37.2,8.86925163928065
Brasilia,2024-01-28,178.95833333333334,146.0,241.0,33.72327175662251,4.5625,0.8,13.3,4.297907731625379,0.9,0.3,1.7,0.5038978502417536,33.541666666666664,19.0,48.0,10.770245512791112,4.270833333333333,1.6,8.5,2.590698943237664,6.195833333333333,2.4,12.3,3.736364097176113,16.414236,13.200001,19.199999,1.772909736363777
Brasilia,2024-01-29,164.16666666666666,145.0,246.0,22.88281425886678,4.2625,0.6,18.2,4.222590643092276,0.6208333333333333,0.1,1.9,0.452989266277159,37.125,20.0,57.0,13.234712263425003,6.558333333333334,4.3,8.9,1.7118301080541198,9.391666666666667,6.2,12.6,2.465398224587075,14.909722041666667,8.575,22.8,5.216286195224658
Brasilia,2024-01-30,179.79166666666666,149.0,254.0,29.454429306932806,6.204166666666667,1.2,18.8,4.906382636903704,1.6416666666666666,0.9,2.4,0.47265822440897964,58.208333333333336,21.0,100.0,31.607620389182518,9.575000000000001,7.8,12.6,1.143697284363686,13.620833333333332,11.2,18.0,1.6325438050362748,24.806250187499998,13.116669,40.0,11.073874443937479
Brasilia,2024-01-31,188.08333333333334,152.0,210.0,20.886685308789556,5.958333333333333,1.4,10.6,3.2411641315330266,1.8375000000000001,0.9,3.0,0.5739356879590634,66.95833333333333,31.0,103.0,22.651382848019153,10.970833333333333,8.0,13.2,1.4630162906361182,15.579166666666666,11.3,18.9,2.114541612710439,27.914236208333335,19.108335,42.0,7.703357367298506
Brasilia,2024-02-01,223.75,158.0,298.0,53.36767463223572,9.416666666666666,1.5,19.1,6.734638989496065,2.191666666666667,0.9,3.7,0.98815447950324,47.375,13.0,76.0,24.473255144980296,6.791666666666667,1.4,10.9,3.359854637987452,9.595833333333333,2.0,15.4,4.749322987603571,24.587500125000002,20.4,30.4,3.903083035252096
Brasilia,2024-02-02,227.33333333333334,170.0,302.0,45.99212282901106,8.575000000000001,0.8,18.7,6.507804678932094,1.8125,0.5,2.9,0.8522667983983501,52.666666666666664,22.0,88.0,25.48941240844002,6.2124999999999995,3.1,9.0,2.068881760548541,8.808333333333334,4.4,12.7,2.878996906633593,21.942014041666667,12.125001,35.2,9.251771660323286
Brasilia,2024-02-03,192.70833333333334,115.0,324.0,72.51595276762971,7.9624999999999995,0.8,21.1,7.199324394631099,1.5625,0.4,2.7,0.7744914179781074,41.75,18.0,67.0,13.68671205792398,5.333333333333333,2.7,8.8,1.9075745279569407,7.829166666666667,4.0,12.7,2.6924175602682014,17.540277416666665,12.366665,26.800001,4.284409095986486
Brasilia,2024-02-04,142.04166666666666,110.0,202.0,33.140647794391164,4.958333333333333,0.7,12.9,4.391980504695255,1.2625,0.7,2.0,0.45474550933557284,45.541666666666664,18.0,73.0,20.16018281203057,4.641666666666667,2.8,6.6,1.0615479536841537,6.8625,4.1,9.8,1.5672774788314208,18.589583416666667,9.599999,29.2,7.597901848433623
Brasilia,2024-02-05,167.83333333333334,129.0,227.0,35.385659913815815,7.183333333333334,0.8,16.3,5.284568730432661,1.6708333333333334,0.7,2.4,0.5698811215978499,44.25,21.0,69.0,18.813154509775753,6.658333333333334,4.7,9.3,1.3561187156788643,9.733333333333333,6.9,13.7,1.9570756059836398,17.971527541666667,9.725,27.6,7.211215890605014
Brasilia,2024-02-06,207.16666666666666,157.0,266.0,41.27075674516812,9.066666666666666,0.9,16.9,6.120078620315313,2.275,0.9,3.8,1.0600451179897545,47.125,20.0,81.0,23.826022492772204,5.566666666666666,1.3,11.5,3.3732537081740737,7.883333333333333,1.8,16.4,4.763417358109221,21.076041270833333,13.316668,32.4,7.3291825282072995
Brasilia,2024-02-07,189.5,148.0,247.0,35.22104114205646,6.970833333333334,0.8,16.1,5.26724737671739,1.625,0.6,2.5,0.6367376089164953,47.333333333333336,18.0,76.0,24.34474618201362,7.741666666666667,5.7,9.7,1.1590538370159726,11.012500000000001,8.1,13.8,1.6259612541509099,19.881250041666664,10.483333,30.4,8.643493517336603
